,city,complaint_type,location_type
33287,NEW YORK,PLUMBING,RESIDENTIAL BUILDING
33288,LITTLE NECK,Illegal Parking,Street/Sidewalk
33290,RIDGEWOOD,Derelict Vehicle,Street/Sidewalk
33292,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33293,BROOKLYN,Sanitation Condition,Street
33294,Fresh Meadows,HEAT/HOT WATER,RESIDENTIAL BUILDING
33295,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33296,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33297,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33298,BROOKLYN,WATER LEAK,RESIDENTIAL BUILDING
33299,ROSEDALE,Damaged Tree,Street
33300,BROOKLYN,Illegal Parking,Street/Sidewalk
33302,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33303,JAMAICA,Illegal Parking,Street/Sidewalk
33305,Jamaica,Sanitation Condition,Street
33306,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33307,BROOKLYN,Blocked Driveway,Street/Sidewalk
33308,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33309,BRONX,PLUMBING,RESIDENTIAL BUILDING
33310,BRONX,PLUMBING,RESIDENTIAL BUILDING
33311,Long Island City,WATER LEAK,RESIDENTIAL BUILDING
33312,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33313,FLUSHING,Blocked Driveway,Street/Sidewalk
33314,BRONX,Blocked Driveway,Street/Sidewalk
33315,BROOKLYN,Noise - Street/Sidewalk,Street/Sidewalk
33316,Far Rockaway,HEAT/HOT WATER,RESIDENTIAL BUILDING
33317,Long Island City,HEAT/HOT WATER,RESIDENTIAL BUILDING
33318,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33319,QUEENS VILLAGE,Noise - Vehicle,Street/Sidewalk
33321,STATEN ISLAND,HEAT/HOT WATER,RESIDENTIAL BUILDING
33322,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33323,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33324,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33325,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33326,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33327,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33328,Astoria,HEAT/HOT WATER,RESIDENTIAL BUILDING
33329,BROOKLYN,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33330,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33331,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33332,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33333,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33334,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33335,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33336,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33337,STATEN ISLAND,Sanitation Condition,Street
33338,BROOKLYN,Maintenance or Facility,Park
33339,BROOKLYN,Blocked Driveway,Street/Sidewalk
33340,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33342,BROOKLYN,Illegal Parking,Street/Sidewalk
33343,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33344,Sunnyside,HEAT/HOT WATER,RESIDENTIAL BUILDING
33345,BROOKLYN,PLUMBING,RESIDENTIAL BUILDING
33346,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33347,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33348,Long Island City,HEAT/HOT WATER,RESIDENTIAL BUILDING
33349,BRONX,Derelict Vehicles,Street
33350,STATEN ISLAND,Missed Collection (All Materials),Sidewalk
33351,Richmond Hill,Sanitation Condition,Street
33352,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33353,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33355,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33356,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33357,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33358,Richmond Hill,Sanitation Condition,Street
33359,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33360,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33361,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33362,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33363,Astoria,Derelict Vehicles,Street
33365,BRONX,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33366,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33367,New Hyde Park,Sanitation Condition,Sidewalk
33368,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33369,RIDGEWOOD,Urinating in Public,Street/Sidewalk
33370,WOODHAVEN,Blocked Driveway,Street/Sidewalk
33371,BROOKLYN,DOOR/WINDOW,RESIDENTIAL BUILDING
33372,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33373,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33374,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33375,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33376,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33377,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33379,JAMAICA,Blocked Driveway,Street/Sidewalk
33380,OZONE PARK,Blocked Driveway,Street/Sidewalk
33381,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33382,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33383,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33384,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33385,BROOKLYN,Dirty Conditions,Sidewalk
33386,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33387,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33388,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33390,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33391,Rosedale,Sanitation Condition,Sidewalk
33393,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
33394,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33395,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33397,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33398,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33399,BROOKLYN,PLUMBING,RESIDENTIAL BUILDING
33400,BROOKLYN,PLUMBING,RESIDENTIAL BUILDING
33401,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33402,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33403,Woodside,HEAT/HOT WATER,RESIDENTIAL BUILDING
33404,Jamaica,HEAT/HOT WATER,RESIDENTIAL BUILDING
33405,NEW YORK,Illegal Parking,Street/Sidewalk
33406,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33407,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33408,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33409,JACKSON HEIGHTS,Food Establishment,Restaurant/Bar/Deli/Bakery
33410,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33411,JAMAICA,Illegal Parking,Street/Sidewalk
33413,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33414,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33415,RIDGEWOOD,Blocked Driveway,Street/Sidewalk
33416,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
33417,JAMAICA,Street Condition,Street
33419,NEW YORK,Illegal Parking,Street/Sidewalk
33420,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33421,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33422,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33423,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33424,Flushing,HEAT/HOT WATER,RESIDENTIAL BUILDING
33425,BROOKLYN,Illegal Parking,Street/Sidewalk
33426,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33427,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33428,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33429,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33430,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33431,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33432,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33433,BROOKLYN,Derelict Vehicles,Street
33434,Jamaica,Sanitation Condition,Street
33435,BRONX,Derelict Vehicle,Street/Sidewalk
33436,COLLEGE POINT,Blocked Driveway,Street/Sidewalk
33437,BRONX,Derelict Vehicles,Street
33438,STATEN ISLAND,Sanitation Condition,Sidewalk
33441,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33443,Jamaica,HEAT/HOT WATER,RESIDENTIAL BUILDING
33444,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33446,BRONX,Blocked Driveway,Street/Sidewalk
33447,BROOKLYN,Blocked Driveway,Street/Sidewalk
33448,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33449,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33450,Jamaica,Dirty Conditions,Sidewalk
33451,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33452,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33463,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33465,South Richmond Hill,HEAT/HOT WATER,RESIDENTIAL BUILDING
33466,NEW YORK,Taxi Complaint,Street
33467,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33469,Middle Village,Sanitation Condition,Street
33470,Jamaica,HEAT/HOT WATER,RESIDENTIAL BUILDING
33471,JAMAICA,Blocked Driveway,Street/Sidewalk
33472,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33474,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33475,BROOKLYN,Dirty Conditions,Sidewalk
33476,BAYSIDE,Blocked Driveway,Street/Sidewalk
33477,BROOKLYN,Illegal Parking,Street/Sidewalk
33478,Kew Gardens,HEAT/HOT WATER,RESIDENTIAL BUILDING
33479,NEW YORK,FLOORING/STAIRS,RESIDENTIAL BUILDING
33480,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33481,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33482,Middle Village,HEAT/HOT WATER,RESIDENTIAL BUILDING
33483,BROOKLYN,Missed Collection (All Materials),Sidewalk
33484,BROOKLYN,Blocked Driveway,Street/Sidewalk
33485,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33487,BROOKLYN,Blocked Driveway,Street/Sidewalk
33488,BROOKLYN,Street Sign - Damaged,Street
33489,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33490,Woodside,HEAT/HOT WATER,RESIDENTIAL BUILDING
33492,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33493,BROOKLYN,GENERAL,RESIDENTIAL BUILDING
33495,STATEN ISLAND,Missed Collection (All Materials),Sidewalk
33496,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33497,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33499,BRONX,Blocked Driveway,Street/Sidewalk
33500,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33501,COLLEGE POINT,Blocked Driveway,Street/Sidewalk
33502,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33503,East Elmhurst,HEAT/HOT WATER,RESIDENTIAL BUILDING
33504,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33507,BRONX,Illegal Parking,Street/Sidewalk
33509,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33510,NEW YORK,Noise - Vehicle,Street/Sidewalk
33511,BROOKLYN,Dead Tree,Street
33512,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33513,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33514,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33515,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33516,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33517,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33518,Fresh Meadows,HEAT/HOT WATER,RESIDENTIAL BUILDING
33520,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33521,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33522,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33523,OAKLAND GARDENS,Dead Tree,Street
33524,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33525,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33526,NEW YORK,DOOR/WINDOW,RESIDENTIAL BUILDING
33527,NEW YORK,DOOR/WINDOW,RESIDENTIAL BUILDING
33528,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33529,BROOKLYN,Street Sign - Damaged,Street
33530,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33532,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33533,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33534,BRONX,GENERAL,RESIDENTIAL BUILDING
33535,STATEN ISLAND,Blocked Driveway,Street/Sidewalk
33536,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33537,NEW YORK,PAINT/PLASTER,RESIDENTIAL BUILDING
33538,NEW YORK,PAINT/PLASTER,RESIDENTIAL BUILDING
33539,NEW YORK,WATER LEAK,RESIDENTIAL BUILDING
33540,NEW YORK,PAINT/PLASTER,RESIDENTIAL BUILDING
33541,NEW YORK,PAINT/PLASTER,RESIDENTIAL BUILDING
33542,BRONX,APPLIANCE,RESIDENTIAL BUILDING
33543,BRONX,ELECTRIC,RESIDENTIAL BUILDING
33544,BRONX,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33545,BRONX,GENERAL,RESIDENTIAL BUILDING
33546,BRONX,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33547,BRONX,PLUMBING,RESIDENTIAL BUILDING
33548,BRONX,PLUMBING,RESIDENTIAL BUILDING
33549,BRONX,DOOR/WINDOW,RESIDENTIAL BUILDING
33550,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33551,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33552,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33553,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33556,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33557,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33558,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33559,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33560,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33561,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33562,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33563,BRONX,Blocked Driveway,Street/Sidewalk
33564,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33565,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33566,BRONX,GENERAL,RESIDENTIAL BUILDING
33567,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33568,ELMHURST,Illegal Parking,Street/Sidewalk
33569,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33570,Astoria,HEAT/HOT WATER,RESIDENTIAL BUILDING
33571,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33573,BRONX,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33574,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33575,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33577,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33578,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33579,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33580,Rockaway Park,HEAT/HOT WATER,RESIDENTIAL BUILDING
33581,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33582,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33583,BRONX,Blocked Driveway,Street/Sidewalk
33585,NEW YORK,Noise - Vehicle,Street/Sidewalk
33587,ASTORIA,Blocked Driveway,Street/Sidewalk
33588,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33590,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33591,BRONX,Illegal Parking,Street/Sidewalk
33592,Elmhurst,HEAT/HOT WATER,RESIDENTIAL BUILDING
33593,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33594,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33595,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33596,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33597,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33598,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33599,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33600,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33601,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33602,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33603,BROOKLYN,Illegal Parking,Street/Sidewalk
33604,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33605,NEW YORK,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33606,NEW YORK,APPLIANCE,RESIDENTIAL BUILDING
33607,NEW YORK,WATER LEAK,RESIDENTIAL BUILDING
33608,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33609,NEW YORK,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33610,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33612,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33613,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33614,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33615,BROOKLYN,Blocked Driveway,Street/Sidewalk
33616,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33617,BRONX,Illegal Parking,Street/Sidewalk
33618,STATEN ISLAND,Illegal Parking,Street/Sidewalk
33619,Long Island City,HEAT/HOT WATER,RESIDENTIAL BUILDING
33620,BROOKLYN,Noise - Vehicle,Street/Sidewalk
33621,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33622,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33623,OZONE PARK,Blocked Driveway,Street/Sidewalk
33624,CORONA,Blocked Driveway,Street/Sidewalk
33625,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33626,BROOKLYN,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33627,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33628,STATEN ISLAND,Indoor Air Quality,1-2 Family Dwelling
33629,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33630,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33631,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33632,NEW YORK,Non-Residential Heat,Building (Non-Residential)
33634,CORONA,Illegal Parking,Street/Sidewalk
33635,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33636,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33637,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33638,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33639,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33640,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33642,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33643,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33644,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33645,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33646,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33647,BROOKLYN,Graffiti,Mixed Use
33648,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33649,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33650,ELMHURST,Illegal Parking,Street/Sidewalk
33651,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33653,Woodside,HEAT/HOT WATER,RESIDENTIAL BUILDING
33654,BROOKLYN,Noise - Street/Sidewalk,Street/Sidewalk
33655,Arverne,HEAT/HOT WATER,RESIDENTIAL BUILDING
33657,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33658,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33659,BROOKLYN,Graffiti,Mixed Use
33660,Far Rockaway,HEAT/HOT WATER,RESIDENTIAL BUILDING
33661,Far Rockaway,HEAT/HOT WATER,RESIDENTIAL BUILDING
33662,Far Rockaway,HEAT/HOT WATER,RESIDENTIAL BUILDING
33663,Far Rockaway,HEAT/HOT WATER,RESIDENTIAL BUILDING
33664,BROOKLYN,Illegal Parking,Street/Sidewalk
33665,BROOKLYN,Blocked Driveway,Street/Sidewalk
33666,NEW YORK,Graffiti,Mixed Use
33667,BROOKLYN,Blocked Driveway,Street/Sidewalk
33668,BROOKLYN,Illegal Parking,Street/Sidewalk
33669,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33670,STATEN ISLAND,HEAT/HOT WATER,RESIDENTIAL BUILDING
33671,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33672,WHITESTONE,Blocked Driveway,Street/Sidewalk
33673,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33674,WHITESTONE,Illegal Parking,Street/Sidewalk
33675,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33676,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33677,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33678,BROOKLYN,PAINT/PLASTER,RESIDENTIAL BUILDING
33679,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33680,BROOKLYN,GENERAL,RESIDENTIAL BUILDING
33681,BROOKLYN,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33682,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33683,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33684,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33685,BROOKLYN,GENERAL,RESIDENTIAL BUILDING
33686,BROOKLYN,PLUMBING,RESIDENTIAL BUILDING
33687,BROOKLYN,PLUMBING,RESIDENTIAL BUILDING
33688,BROOKLYN,PLUMBING,RESIDENTIAL BUILDING
33689,BROOKLYN,UNSANITARY CONDITION,RESIDENTIAL BUILDING
33690,BROOKLYN,Blocked Driveway,Street/Sidewalk
33691,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33692,WHITESTONE,Blocked Driveway,Street/Sidewalk
33693,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33694,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33695,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33696,RIDGEWOOD,Illegal Parking,Street/Sidewalk
33697,BROOKLYN,ELECTRIC,RESIDENTIAL BUILDING
33698,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33699,BROOKLYN,ELECTRIC,RESIDENTIAL BUILDING
33700,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33701,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33702,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33703,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33704,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33705,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33706,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33707,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33708,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33709,BROOKLYN,ELECTRIC,RESIDENTIAL BUILDING
33710,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33711,BROOKLYN,Derelict Vehicles,Street
33712,Queens Village,HEAT/HOT WATER,RESIDENTIAL BUILDING
33713,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33714,Howard Beach,HEAT/HOT WATER,RESIDENTIAL BUILDING
33715,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33717,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33718,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33719,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33720,ASTORIA,Blocked Driveway,Street/Sidewalk
33721,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33722,Woodside,HEAT/HOT WATER,RESIDENTIAL BUILDING
33723,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33724,BRONX,Noise - Vehicle,Street/Sidewalk
33725,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33726,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33727,BROOKLYN,PLUMBING,RESIDENTIAL BUILDING
33729,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33730,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33732,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33733,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33734,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33735,BROOKLYN,Graffiti,Mixed Use
33736,Rosedale,HEAT/HOT WATER,RESIDENTIAL BUILDING
33737,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33738,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33739,BRONX,PAINT/PLASTER,RESIDENTIAL BUILDING
33740,BRONX,WATER LEAK,RESIDENTIAL BUILDING
33741,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33742,WHITESTONE,Blocked Driveway,Street/Sidewalk
33743,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33745,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
33746,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33747,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
33748,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33749,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33750,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
33751,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
